date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DMV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LVQ,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2011-02,2,2011,8891,22844,,34806,71332,52592,,51279,21642,,,38589,21029,41000,54910,120584,78481,36141,181770,48803,288930,95650,839590,17516,199026,292743,70412,9680,225891,8969,79920,302014,9649,,25069,21617,77663,19116,4279,1699000,37316,694552,1639078,18057,3874,28330,48500,90089,19420,64402,23583,613472,11686,73425,26232,407353,9200,29252,5280,13235015,45440,54980,32670,16558,53881,11117000,61814,22828,13870,5264,123948,8301,203175,43499,203900,32895,,20961,,,11838,31000,32236,23602,223500,2702,46439,13896,16578,52944,122500,49780,20496,54960,23409,55893,142673,3949,13269,80547,20000,791,976,153704,17394,9942,5465,19520,1229851,9054,4183,282845,7368,689598,706200,217411,1693879,22430,41503,237379,2684110,40944,191680,566600,73597,55026,686619,12202,33379,33744,9797,168408,,11920,23697,11259,65988,48559,5590,24351,41436,17586,47187,39321,2006021,970820,1035201,35170,43488,39400,25718,35988,3784113,75510,3859,39100,9210,48042,41065,,10572,2020,117553,153300,41640,17296,16390,14613,19141,43912,66155,4300,1891232,57725,25822,,159929,414150,34490,29879,55199,,249341,26199,204769,57096
2011-03,3,2011,8891,23352,,34806,71625,68264,,56047,28652,,,30537,20682,30390,59650,127649,75484,33725,195548,63802,326970,96810,915939,14744,216889,309949,71235,9980,209885,8822,129070,382852,9083,,22580,23628,87507,24968,4039,,40533,735305,1726603,16020,4048,40197,48880,100334,22400,70839,22962,634655,11836,69470,32036,431179,6660,47918,5294,,47500,60639,29570,20682,65197,,41764,18743,14432,6524,177800,3649,245129,47500,251775,32895,,18912,,,12775,31000,30743,25485,319800,2440,61323,13683,18965,64811,129600,35970,21034,50660,13473,61202,139152,4100,14033,63162,20000,846,987,166837,23435,10064,5383,19094,1443490,12197,4160,376760,7710,785677,762714,225578,1940802,22430,40103,209361,2839996,41986,199420,,73073,57700,778992,14840,32625,36116,9629,168074,,11920,21799,10994,67200,51298,5330,24320,36078,18686,51175,40198,2034956,967309,1067647,37800,45260,57575,25194,35988,4032173,110802,3907,38401,13400,44270,41266,,10572,149,105602,163180,46770,42267,19723,17789,93535,38070,62049,1550,2107961,57005,29557,,161508,498917,37600,31670,50708,,273450,31348,234685,47199
2011-04,4,2011,8891,23362,,34766,73224,79355,,113317,36091,,,28048,59251,30220,60130,135496,78581,41757,195396,49712,292720,95170,981000,12548,221625,313798,71397,9350,208908,8869,74868,313388,2368,,37280,18596,87279,30743,2866,1706900,41157,771831,1583721,53378,4994,45470,48420,104475,24193,70469,34327,750607,13013,83828,47038,228516,4900,182380,5285,12925600,47940,72869,27890,21056,64660,11115000,34656,18527,14904,15474,192527,6223,319065,55100,265585,32862,,22620,,,12775,31000,30866,25449,369700,3453,60162,14360,19279,71884,116800,27983,20996,49845,16207,56537,164013,4076,17543,119973,20000,875,976,161636,29517,9290,5356,18806,1459560,13234,3547,375050,7476,883998,688756,241806,1985990,22430,44400,239240,3305375,42847,199400,590500,73747,72724,662570,14253,32394,37321,12304,169411,,11448,22494,14089,65988,48866,3750,23920,61187,15092,49790,46000,2026311,964452,1061859,35280,42633,72621,25837,35988,4266264,99739,4168,40310,13529,54595,41182,,10513,125,124911,191809,47600,38246,20747,19711,88050,46286,70210,2080,2314499,62441,30522,,188403,500585,35510,32236,43984,,245306,32548,226162,47859
2011-05,5,2011,8891,23003,,34092,73079,80721,,129715,36960,,,34820,112306,31720,59330,143332,85955,41742,195396,46716,306670,94310,1040000,15084,220622,309340,71853,9310,230100,8891,187140,285499,8943,,79178,12335,85515,34650,960,1727300,41114,794518,1722032,58540,7615,43258,48250,102688,23914,70716,25500,880086,13940,107106,53693,276557,5850,74760,5289,14095600,47937,75161,26368,19530,66384,11304000,67997,24020,15332,21298,191933,6910,332326,55000,267230,31869,,22445,,,12800,31000,29218,25435,458700,5276,59400,13823,18925,71752,108562,35683,20821,49500,31654,57581,198797,4071,17639,121592,20000,838,970,151414,29093,9904,5397,23059,1441121,13488,3967,367070,7575,914374,749688,243044,2091766,22413,44740,254700,3399667,42511,198910,593200,72831,73573,705957,15028,30776,35515,14617,166350,,11292,24614,14180,61800,46758,2590,23732,89400,11840,44747,40579,1830803,899398,931405,36140,36746,75500,25718,35988,4486848,100477,4238,39987,12766,55130,41117,,10194,328,167015,209300,46620,38623,20701,20238,128090,44028,67874,2083,2271977,65191,27824,,221800,470586,36060,31813,48561,,239933,32811,239335,74051
2011-06,6,2011,8836,22984,,34250,72211,93169,,118004,39762,,,58700,121829,36900,58490,142690,103888,46183,194065,39700,409730,92320,1120000,21260,218129,309862,72063,9280,237000,9059,179500,257910,8159,,120929,12289,86860,34745,855,1678800,41143,782238,1917201,60151,9273,44555,48190,97077,24600,71492,61888,928445,13940,125872,55491,484031,11800,66249,5217,17089100,48376,74104,25777,17485,61433,11705000,87581,40537,17730,21024,190382,7235,359778,67500,266055,31258,,23358,,,12775,30970,28239,25408,609300,7752,57795,13381,18331,75100,130487,65307,20576,49300,51347,57711,208971,4295,17752,123345,20000,829,970,152335,28653,10148,5289,23080,1419492,13460,3825,355855,7544,955576,1001830,234951,2300383,22039,49820,345600,3515021,41606,199710,574900,72384,72969,963255,14545,32349,35844,29105,165574,,11213,23892,14441,65988,44437,3870,23334,136890,10920,48734,38603,1824920,898959,925961,36980,37805,76400,25252,35988,4401530,126587,7217,36937,13400,45763,41189,,9675,4600,190993,230200,48160,39736,20198,20126,181026,43261,67131,4127,2419365,65970,29193,,261679,421602,36110,31275,106322,,236954,32917,239239,122000
2011-07,7,2011,8394,22564,,33857,71039,97342,,95316,39849,,,66300,124306,42340,57430,135614,100761,40157,189937,36721,394470,86880,1097201,22418,215159,297740,69491,9090,267580,9029,160200,198164,7020,,117539,11873,84279,34525,800,1701700,40347,785369,2015820,63855,9547,36378,47160,91662,26726,65047,61558,932156,13569,120785,52419,492482,17700,58868,4268,18605400,48047,71700,20221,14266,47290,12133000,88001,41003,17369,17834,183453,16045,337194,65300,258123,30372,,23066,,,12434,30228,26936,25285,659700,7806,55583,14113,16915,78051,157180,66728,20179,48770,46898,56021,198675,5492,18083,121058,19906,794,964,162846,26061,8284,5452,17960,1375105,13234,4027,328885,8125,866097,980548,217891,2275641,20402,47099,363200,3499471,39865,193820,584300,69655,67300,910032,14362,32439,35844,30190,163703,,10849,24681,15308,63724,42689,5320,22209,140283,12415,49628,35101,1685702,778664,907038,35810,38357,75955,24564,27570,4034923,130846,8575,37969,10885,34197,39284,,9084,11300,178262,220100,47310,40021,19567,18511,136823,46878,70930,2452,2377451,66020,29072,,249608,336546,34640,30586,120975,,230412,32758,237704,117000
2011-08,8,2011,7713,21611,,32598,69866,86040,,63579,39090,,,61303,101439,34590,56400,125179,102403,41025,185175,36289,340240,69320,1049940,21198,212214,293312,73060,8880,251407,9054,139082,144242,6200,,117456,11503,80640,34402,726,1681800,39526,776495,1780998,54496,9281,26866,45530,86872,19691,62781,56756,839351,9724,97538,47439,423071,17426,49986,3660,17889600,45327,68439,28916,10662,36828,12730000,88191,35776,17418,16966,173110,17520,281565,57270,253350,29832,,22758,,,11361,29667,25377,25030,619100,7224,52901,14457,16017,71209,158616,55388,19809,49500,40953,53988,178770,5329,16627,84901,19114,823,964,159105,27114,8796,5507,20900,1331878,12542,3921,301400,8476,730542,854500,202037,2142033,17962,52142,352500,3308537,39586,190400,582500,67982,57529,713969,14008,32250,37382,26596,167908,,10086,24108,15425,60100,39214,3419,21087,133301,14336,48085,29000,1492906,645005,847901,34420,39100,75119,23602,42344,3619135,90587,7555,37259,11690,25725,36648,,8373,12922,153694,210100,47480,27830,18019,16520,51222,40664,65192,1969,2279757,65634,30436,,223107,247129,33060,29912,110829,,223993,32548,236370,81300
2011-09,9,2011,7592,20527,,30743,68562,63573,,52794,30506,,,55175,90776,25170,55370,117856,101944,41681,180986,35090,307840,61040,996684,19184,209935,284056,70733,8720,245741,8991,124690,109319,4648,,109638,11149,79347,28083,675,1610300,38862,764301,1632490,43883,8730,20282,44150,84644,17616,66086,49636,740360,7169,85810,44706,356060,16489,42688,3084,17593300,43613,66017,22025,7854,31432,12977000,87668,31298,16752,15426,163380,17991,223466,50006,247760,28023,,22570,,,10504,28700,24364,24816,575000,5856,50231,14375,14604,68495,151983,44595,19520,48870,38227,50438,143930,4916,14347,61428,18018,822,964,170459,28047,8732,5493,21442,1302315,12276,4019,276740,8301,701244,766800,189655,2052200,17363,46154,331978,3044665,40567,183440,585400,66012,44900,614073,14902,32187,36399,18164,164144,,9800,24914,15411,48000,35489,1613,20198,125266,17350,48328,18196,1516179,642130,874049,33080,40187,31900,22595,38808,3341094,29564,3991,38919,11310,15156,34338,,7906,12559,128000,205998,35010,12121,16935,14928,10439,32085,55727,1969,2166835,62202,27440,,190831,192880,31330,29390,110109,,217525,32284,224891,52200
2011-10,10,2011,6943,19541,,29101,67986,59556,,43417,30643,,,51596,95522,23100,53350,115051,89795,37248,177502,32509,273430,60190,984823,18961,207839,278295,62703,8990,257560,8961,121290,101961,1621,,101026,10577,71828,20615,666,1435200,38412,764204,1581579,31112,3953,19755,43270,82771,6060,65224,51643,577381,7074,77116,43948,279536,14600,42243,2929,17249400,45570,64578,25159,6962,27540,13456000,82318,31599,14594,4342,161430,10782,168329,43653,241820,26473,,20722,,,10031,28031,23258,24860,540700,4250,48061,14330,11895,50750,134809,46938,19347,48660,37068,53240,149378,3744,12996,78637,17991,820,964,151513,23354,9182,5563,17481,1290184,11780,4114,253460,8050,688133,687449,186146,1944064,17363,48810,317711,2895802,41133,163300,579400,67640,33144,555635,14500,33085,38428,9740,167985,,8990,12650,14355,38900,31874,813,19400,106148,15955,49628,9354,1721469,753275,968194,32840,40377,48139,22081,37584,3226770,4495,2170,36072,8962,21617,33085,,7588,11900,117563,201138,34970,7086,15857,14376,22503,45619,69544,2517,2065316,56398,12909,,168868,217744,31430,28890,106268,,212141,32127,206654,58561
2011-11,11,2011,6987,19008,,28858,67265,39272,,42544,16300,,,51324,89395,27920,52590,107403,77069,40735,175472,31697,250600,63910,942046,18308,206877,283043,65120,8440,249172,9059,119970,99501,1529,,84714,9382,64660,17599,747,1511400,35045,776544,1579440,28652,3380,20156,43110,83221,1250,65953,44851,481277,6852,67276,43620,298718,13400,42156,2954,16685200,42027,63676,34298,7122,28459,13933000,64100,31559,11000,5036,160410,17258,168388,40385,241160,25125,,21854,,,10031,28108,24029,25230,500200,2904,46844,14307,9122,46900,124157,45783,19270,56900,29447,51522,140590,2875,9665,69464,17964,819,964,141012,17425,8993,5549,19130,1287905,11987,4191,253920,8416,665965,672061,172829,1962608,17496,44088,300505,2806607,41654,172200,567100,73036,27832,552805,14659,33379,33620,9716,167588,,9119,20153,10302,39151,28706,580,19412,85546,15362,47025,5512,1759187,843801,915386,33080,40717,47565,21710,38155,3150229,3739,1474,35429,9857,15510,32274,,7254,11200,101703,199982,35110,10688,15144,14812,20216,37747,61822,5659,1974863,55823,13550,,158576,233487,30720,28810,99821,,206752,31971,205594,60263
2011-12,12,2011,7028,18299,,28169,66977,25479,,36807,6664,,,49789,73391,31140,51610,100413,70181,37623,173144,31000,255110,64790,917188,12172,205195,277131,68020,8140,242310,9030,119790,94202,1452,,83182,8830,58285,17103,780,1586000,29377,785662,1576236,23554,3344,20668,43010,83028,1590,62751,37041,415871,6470,57596,43293,330739,10900,42301,2751,15972400,41502,62300,33302,5878,29351,14644000,52711,31432,9030,5036,159930,13868,167202,38500,240285,23476,,19384,,,9940,28062,23940,25420,457500,2540,45645,13830,6778,45421,131345,44473,19202,66700,19548,44618,121528,2274,5374,46184,17940,819,964,142018,20126,9083,5493,20900,1276015,11910,4262,250010,8209,643088,659371,167171,1974661,17476,46626,290010,2545085,41460,167080,537100,71642,20791,557009,11687,26519,33834,9720,168459,,8896,23187,6087,45800,26881,500,19202,66159,14958,45886,6188,1928320,964096,964224,32260,38802,49602,21233,38228,3094584,0,824,36564,12240,15294,31345,,6969,9960,90211,198893,34700,13458,14397,14950,14224,44956,68031,4577,1935848,56784,12264,,149343,266909,28370,28735,98975,,199038,31814,204268,50022
2012-01,1,2012,8265,18299,,27310,66832,25170,,36606,6875,,,49899,63807,36280,52420,102366,73372,39478,171086,19508,250020,71190,935998,10840,204240,283869,71577,8130,253165,9066,120350,118337,1346,,82419,8868,61011,17873,884,1627700,29085,785760,1525639,19464,3788,22523,46320,79981,10500,64234,37808,413115,6700,56465,43742,316892,9870,43094,2918,15641000,40254,62540,33072,4715,32451,15022000,55759,33031,9340,5322,164040,11699,170538,38000,243140,23431,,21193,,,10125,28885,24509,21596,474600,2776,44154,14120,6454,46911,136121,49002,19180,67040,14981,42372,108818,2838,4994,56750,18713,820,964,154759,20003,9218,5142,17294,1289132,11935,4176,261823,7866,648858,662462,168182,1972469,19004,44427,285300,2544960,41369,176660,553900,68868,33519,584474,13707,23139,34130,10126,166923,,8709,23965,3200,61590,41968,643,18980,50356,12748,45316,1346,1938318,941734,996584,33510,39026,50453,20916,41567,3107334,0,875,39207,10640,19596,31502,,7192,9270,85565,199821,39960,20074,13671,16271,27985,41073,65568,3954,1956354,56138,18521,,153224,328662,29330,28740,88263,,205836,32023,205063,44092
2012-02,2,2012,8283,18489,,26433,66832,38948,,37719,7084,,,49775,59726,40420,55350,103306,75763,39131,168707,20073,240570,73420,956721,10643,202809,290368,70998,8150,253692,9073,118480,121621,1272,,78874,8868,62414,18071,920,1649800,28682,767799,1514220,10902,3663,23172,48140,80357,15800,62969,16908,387440,6516,55151,44098,289939,9720,44740,3112,15453000,37596,62472,29124,4065,34484,14907000,84909,33960,9230,4758,165660,11992,168152,36891,243580,22113,,20235,,,10219,28292,25087,16464,463600,2971,42614,13971,6333,47782,143246,50473,19116,71660,16285,44509,106543,3480,5174,57386,19141,818,964,145813,18774,8770,5535,17090,1286328,11961,4262,259265,7899,650976,661042,168509,1964905,19260,54887,274237,2519738,41511,166730,563000,73953,33061,597594,10953,32071,33778,10026,165955,,9229,23799,1825,62900,40591,570,18517,49283,12748,42819,6824,1721829,747871,973958,34160,37658,50864,20757,43302,3169235,15837,699,38569,11330,23207,31468,,6704,8780,84087,199757,42460,25542,12965,21251,40080,29131,53646,1969,1959502,56508,25523,,155622,387691,29640,28863,65432,,203429,32023,205446,44800
2012-03,3,2012,8891,21929,,26304,67100,45085,,77790,9250,,,57600,87424,40970,59560,107208,85493,40097,167403,18894,228450,95650,1015619,11157,202098,292553,68679,8350,252110,8862,124120,124120,2166,,81699,10159,82976,22106,1525,1669500,28637,741672,1522518,13125,6350,27520,48704,80231,24400,67494,5237,664005,7550,72197,45429,294593,9780,56948,3975,15458000,35893,65734,25388,5174,40863,14535000,64207,34025,10200,9804,183816,4822,170958,40200,244900,32033,,22254,,,10569,31000,22986,17573,494100,5124,41330,14173,8183,61685,149191,56738,19085,76540,27216,49373,128789,4866,7693,77806,20000,848,964,126029,24479,8840,4909,21883,1366497,12490,3803,259265,7843,817167,661295,183514,1981590,22430,50166,280000,2942669,41655,188080,565400,73953,61959,641243,14951,33278,33665,9987,168446,,9567,23888,1586,66700,53325,626,18500,59109,16229,45967,8559,1763906,763278,1000628,38100,38728,52400,20388,48550,3853414,79457,1964,36853,10660,53778,36127,,10572,8140,90849,201556,47257,36739,12586,20548,64544,45815,70612,1804,2086500,57792,27300,,195218,481414,35140,29195,44558,,235409,32023,224799,43500
2012-04,4,2012,8891,23362,,26272,69427,55929,,115148,17600,,,67400,113198,37090,59730,112524,98028,46908,167597,21166,251240,94880,1074285,14744,201623,296359,68986,9570,265822,8936,129260,241664,2798,,91456,12012,90014,30261,1413,1708300,31971,740274,1652315,49411,9140,34139,48370,80800,23914,70650,17790,933361,10400,105944,46612,370083,9600,64140,4710,15508000,38407,69487,29769,6717,48227,13986000,80912,39871,11800,23370,196619,6788,200846,55600,248420,32800,,21356,,,10666,30980,21917,18146,538200,7462,41627,13859,9342,78959,145516,66367,18972,72870,50291,53988,167645,5114,17980,121826,20000,852,964,143390,26726,8666,5577,17600,1393276,12845,4027,256708,7946,930228,772753,200135,1945044,22351,51180,334282,3422147,41749,198390,602000,73840,69558,743656,15347,30724,37358,16866,166630,,9743,24048,7805,66500,48453,946,18940,115514,18589,47922,11605,1646764,727266,919498,37750,38469,54700,19972,48394,4440094,86416,5459,41501,10200,54400,40988,,10555,8250,120163,208651,48660,55302,12095,19711,131225,42538,66947,2859,2338231,60178,26838,,247068,493081,37390,29357,52084,,247398,32023,233581,72100
2012-05,5,2012,8891,22788,,24445,68851,75385,,101169,29118,,,63981,129884,33600,59320,110237,103099,41956,163992,21297,292840,92410,1111946,18378,199262,308036,73195,8490,269355,8879,117920,213282,2392,,101605,11734,89680,33394,855,1700300,35393,740274,1672350,61909,9487,31021,48040,81116,26726,64885,53097,926152,13400,117764,43701,433210,12900,58740,4232,15632000,44040,68188,30315,6317,46135,13541000,86463,42322,12600,20370,167580,16640,215349,67340,238565,31622,,21659,,,10633,29717,20675,18244,561500,7936,40958,13793,9177,86047,137883,66166,18628,72040,49086,55379,180126,5477,18397,108389,19811,820,964,156191,28785,8407,5383,20680,1360409,12625,4176,240160,8181,946445,777924,191630,1837855,22148,49847,358784,3499941,42177,195270,595700,73840,61919,815358,13447,33076,36364,21511,168061,,9400,24272,14839,64100,45327,2120,18597,138296,18301,48490,13362,1306689,543712,762977,35700,37292,54425,19070,48380,4299311,97147,8510,40154,11430,58921,40847,,10203,8610,138835,203600,45680,64909,11227,18126,177405,30770,55369,2202,2324285,66069,26775,,260157,424087,36400,28855,71901,,243856,31504,236910,92800
2012-06,6,2012,7972,21774,,23407,66832,73970,,76611,30866,,,66400,116712,27410,58260,93501,98876,42680,159016,21036,293860,75360,1095597,19043,196918,299104,71720,7730,267053,9007,102090,173575,1874,,117779,11061,87175,33722,790,1693200,35604,777700,1577303,62571,9375,25225,46712,80420,23076,65922,46075,815189,13300,115174,40449,416400,14100,51120,3630,15294200,43080,65734,27880,4802,36717,13200000,86290,42459,13591,14940,136472,20111,170178,61800,228170,30062,,21915,,,9910,28131,19561,18080,535800,7665,40661,14292,8784,86125,122910,66131,18270,77630,46381,55635,170296,5060,17956,57757,18927,833,959,153754,30194,8475,5397,19680,1315561,12039,4075,214960,8506,895539,704936,179420,1735018,21122,47940,350355,3225696,42368,192730,584500,71809,53693,597683,14618,33182,34726,21284,166566,,9250,23809,13558,63400,44257,2690,17860,127374,19125,46293,11223,856617,224546,632071,33380,37584,53665,17412,46837,3880716,90539,7897,40377,11050,47951,39410,,9752,8250,132661,188817,44555,54277,10271,16417,128364,35556,59957,3790,2209198,65166,25889,,257361,355493,34930,28260,71502,,237651,30938,237069,57900
2012-07,7,2012,7351,20315,,22482,65126,64164,,55096,31048,,,59580,99834,20990,57080,63424,89307,43932,153684,20776,278840,53080,1051522,18721,193895,284201,71045,7410,254747,8156,82870,127368,1302,,104471,10075,81902,33324,726,1695700,35308,771297,1430135,55924,9042,18402,45410,77005,21495,64036,34414,621809,11265,104776,37612,323191,13800,42127,3000,14680000,41817,62883,25616,3719,25755,13207000,86166,38966,13398,7956,111225,21816,119667,53190,211798,29002,,23022,,,9081,26423,18362,17883,485600,7215,40660,14165,8333,83804,110104,58319,17893,84820,41702,58904,149759,3682,16957,36917,17518,828,959,148085,29979,8669,4537,19920,1267829,11678,3724,194405,8601,790090,595403,165397,1637702,19075,46259,321302,2672806,41844,195850,597700,71642,45085,313605,11719,33713,35950,20012,167345,,9171,24312,11967,60890,41184,2910,16902,110820,17539,42899,8071,677891,169057,508834,30750,37475,52630,16178,43600,3271045,87730,6693,40021,10640,36339,37088,,9260,7940,121552,181985,43170,31733,8394,14568,32541,43108,66922,5659,2078784,65338,27487,,236069,254360,32360,27641,50408,,230311,30329,238439,47300
2012-08,8,2012,6691,18831,,21004,64558,54632,,33709,31056,,,53510,80459,15440,56170,34660,79398,43095,147992,20261,269650,29810,1046252,15713,190218,273737,70120,7230,244369,6489,53160,86862,794,,44359,9104,74998,32588,676,1716000,37486,748039,1301995,44020,8532,10886,43666,73740,19961,64839,25067,502720,9413,92264,34894,271464,12700,32980,2607,14151000,42100,59935,23880,2832,17892,13269000,86717,34814,13035,5149,84392,21193,96395,44600,197850,28183,,21976,,,8157,24719,16572,17709,422100,6710,40587,13572,7907,73499,95140,46162,17530,96300,34966,59708,126767,2136,15815,13234,15990,846,953,155688,28565,8475,5383,19220,1224029,11627,4044,162744,8371,675662,499682,151542,1556392,17400,51768,288546,2229540,42177,191630,587400,73129,35480,205860,12913,30156,35399,16684,165156,,8670,24278,10222,63050,38048,2980,15991,94924,17872,40655,4455,598520,196557,401963,28230,37182,51698,14619,39580,2794523,81662,5712,41802,11790,29591,34009,,8775,6920,107728,176800,41461,7658,6376,12725,16931,47631,70951,2780,1933861,65301,26947,,201637,163226,29180,27197,27222,,222803,29927,237577,70800
2012-09,9,2012,6264,17526,,20028,63289,40006,,29222,20700,,,47055,74595,10400,55150,34175,68211,45775,142970,20073,261280,21810,1009119,14559,187485,264266,71235,7080,238022,6458,59300,61696,73,,32137,8332,68591,31954,607,1605500,37663,731932,1223572,35411,7920,5933,42480,73085,18698,64939,2018,451610,8975,80711,33353,318476,11400,26182,2508,13929222,41817,57655,20188,2388,17066,13135000,45050,31510,12712,4004,65092,20916,88417,36635,179493,26308,,22771,,,7575,24240,12610,17533,367200,6094,39632,14091,7323,59850,75386,40822,17286,100505,30345,55379,104958,1600,12727,7602,14170,809,953,160765,27406,8840,5343,13460,1194273,11075,4044,142550,7566,628020,440107,141335,1510706,16863,44114,259755,1977171,41654,189120,560700,72013,27980,193044,14982,28009,33755,12700,168819,,9085,9776,8392,52600,34852,2730,14993,77441,18301,43458,3364,640014,250929,389085,26060,37438,34300,13375,36050,2591560,81041,3887,40888,11160,27351,31726,,8331,6470,96109,173818,24460,5813,4595,11044,12911,45736,69596,3382,1799557,60710,28643,,174691,103922,28470,26560,5998,,215874,29380,233360,66207
2012-10,10,2012,5740,16153,,19298,61613,49113,,19625,16772,,,38050,70716,8470,54610,33803,65094,43917,138509,19884,258300,19570,947603,14125,184777,238029,72255,7030,231403,6348,56010,49181,401,,27808,7593,60289,23976,579,1377400,31581,733762,1183542,21237,3630,6705,41450,70102,18000,62691,2216,396130,8675,69871,32328,279639,11400,25692,2316,13706100,38490,56324,28030,2681,16836,13263000,36850,30794,12633,3866,59217,18699,85150,35220,169058,24732,,19271,,,6775,23921,11557,17485,321000,4371,37766,13823,6732,44800,71990,39019,17090,99900,26386,55893,110358,2307,9209,13104,13960,810,953,134375,26675,8796,4241,20440,1177928,10614,3431,129160,7913,588353,384794,136192,1477425,16510,47152,234176,1826464,40850,181220,605600,73129,22477,201868,15299,32925,34062,9858,164030,,8400,9876,6822,53000,32020,2440,14204,56352,18301,41937,3984,674390,366321,308069,24090,38765,17012,12340,35340,2466130,81715,3458,37197,12190,32819,29469,,8053,5860,85565,171102,22750,4979,2960,9615,11654,41559,66173,4520,1733805,54951,14324,,137902,103280,28540,25820,5917,,208309,28988,205004,56028
2012-11,11,2012,6730,17413,,18255,60915,40213,,27954,12913,,,40500,89177,9990,58870,33830,66369,33479,136062,19883,254580,29640,930214,14047,183881,257062,72197,7210,243000,7191,59590,78726,501,,37463,7031,59252,18642,588,1507000,28654,,1189871,21136,4780,10032,44320,68668,20700,72896,3285,403768,10600,65914,32781,262903,9240,26862,1901,13250500,35496,58937,37119,3373,17246,13334000,32371,31323,13041,5056,65685,11302,83624,38300,168195,24026,,20381,,,6585,25429,10936,17421,294100,4925,36438,13830,6846,50462,76619,44964,17029,100025,19558,57711,108891,3260,7259,20847,14520,807,947,115125,28868,8727,5282,19920,1209362,10213,3913,125653,8476,623424,372910,134554,1502599,19436,48836,220068,1861555,40709,186360,581200,74253,43767,214281,13812,30177,34039,10500,164283,,8500,15371,5930,67450,36500,2320,13845,42512,18589,40014,3081,807324,525713,281611,23870,38654,20006,11831,38800,2564273,84183,3951,39656,8927,24544,29094,,8831,4600,81900,169510,24430,4957,2946,8474,14233,36679,61261,3703,1775866,46792,13298,,143797,146255,29980,24490,6274,,217818,28543,207008,44155
2012-12,12,2012,8891,22713,,18178,60778,37342,,35296,19128,,,50840,92876,13040,58220,44825,79097,38516,134851,24287,292460,94500,981224,15068,183210,291312,70016,9080,247800,8846,76390,231038,819,,45955,11781,75339,23423,646,1572200,35308,689802,1327080,25057,3890,18711,48544,68839,23821,64555,5933,584141,10410,64776,34646,297900,7890,31608,1704,12707163,35299,64614,23574,4239,22632,13636000,33082,28789,14540,4988,106524,12767,83883,50780,181623,32895,,21350,,,6680,31000,12729,17472,385500,5933,40958,14046,12123,65668,86282,38822,17573,100505,23779,60113,124574,3943,8189,32137,18499,794,953,103108,22309,9033,5411,17311,1367751,10354,3869,173755,7643,793291,433766,162374,1593641,22430,46810,240700,2524968,40145,179970,550200,69417,55251,256977,10040,31566,34370,9915,167908,,10247,18053,6468,61180,49131,2400,14070,61314,19125,46699,306,1098379,674634,423745,29220,38691,20235,14619,47386,3318052,87904,3725,37394,9918,28203,34579,,10572,4120,93037,175615,36952,10308,3019,7750,18309,36256,59679,2388,1909861,39252,12900,,179862,241377,31740,24190,8652,,265209,28453,208373,40816
2013-01,1,2013,8891,22937,,17448,60778,32984,,43665,16985,,,46570,72811,14910,54910,47291,81210,43049,133101,18712,314610,89800,940280,15020,182093,286525,71873,8450,243854,8919,82870,241238,1287,,32048,12058,71339,25594,686,1649800,35921,700062,1372582,15130,3772,21840,48460,68496,24007,63459,6889,566394,10900,57231,35215,311900,6620,34163,1734,12177000,34217,64578,25234,4000,25222,13828000,34256,28037,14506,5503,113700,18960,82519,52100,186445,32586,,19198,,,6873,31000,12458,10744,367200,4869,40141,13440,12350,56060,94543,29461,17781,110807,15030,54238,110931,3796,7126,41959,19676,799,959,105537,23572,8703,5577,15180,1381933,10166,3913,181413,7240,778658,446284,166283,1635643,22430,53001,248816,2691914,39725,173730,580200,62531,54672,292692,12698,32912,34267,9267,166210,,10470,22187,5733,66100,48655,2243,14351,56568,16600,47025,1869,1211780,725533,486247,30180,38691,20495,14303,47720,3473687,84864,2819,38169,11960,19974,36557,,10315,3560,94700,171859,36960,15914,3154,11077,26238,37140,60850,2263,1942660,33421,16701,,192269,285421,29910,23940,8846,,250063,28501,206006,55517
